show_id,imdb_title_id,title,genre,duration_imdb,director,actors,release_year,rating,description_net,description_imdb,country_imdb,language,date_added,avg_vote,votes
80100261,tt2667380,Kill Command,"Action, Horror, Sci-Fi",99,Steven Gomez,"Thure Lindhardt, Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Sam Huntington",2016,TV-MA,"On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.","Set in a near future, technology-reliant society that pits man against killing machines.",UK,English,2017-02-23,5.7,12163
81026327,tt8852536,Firebrand,Drama,116,Aruna Raje,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Puja Agarwal, Amol Deshmukh, Sanjeev Dhuri, Ganesh Jamble, Mrunal Oak, Vaibhavi Pardeshi, Pooja Raibagi, Laxman Singh Rajput, Rushad Rana, Ranjeet Randive, Ankita Raval",2019,TV-MA,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage.","The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.",India,Marathi,2019-02-22,5.0,171
80224060,tt8041276,Paddleton,"Comedy, Drama",89,Alex Lehmann,"Christine Woods, Mark Duplass, Ray Romano, Jen Sung, Stephen Oyoung, Bjorn Johnson, Harry Dej, Sierra Fisk, Alana Carithers, Lu Junchang, Hiroo Minami, Sam Ly, Alexandra Billings, Kadeem Hardison, Dendrie Taylor",2019,TV-MA,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.",An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,USA,English,2019-02-22,7.2,7525
80013712,tt1085492,The Prince,"Action, Thriller",93,Brian A. Miller,"Jason Patric, Jessica Lowndes, Gia Mantegna, Bruce Willis, Rain, John Cusack, 50 Cent, Don Harvey, Jesse Pruett, Didi Costine, Bonnie Somerville, Tim Fields, Johnathon Schaech, Andrea Burns, Jim Bennett",2014,R,A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.,"When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.","USA, UK",English,2019-02-22,4.6,16391
80057509,tt3305308,Trespass Against Us,"Action, Crime, Drama",99,Adam Smith,"Michael Fassbender, Brendan Gleeson, Lyndsey Marshal, Georgie Smith, Rory Kinnear, Killian Scott, Sean Harris, Kingsley Ben-Adir, Kacie Anderson, Gerard Kearns, Tony Way, Barry Keoghan, Ezra Faroque Khan, Alan Williams, Anastasia Hille",2016,R,"A man from a criminal family yearns to break away and find a better life, but his father's staunch opposition puts his dreams of freedom in jeopardy.",A man looks to find a way to escape the criminal ways of his outlaw family.,UK,English,2019-02-22,5.8,6845
81069254,tt7613996,The Intent 2: The Come Up,Crime,103,"Femi Oyeniran, Nicky Slimting Walker","Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Joe Gallina, Joanne Matthews, Ashley Chin, Femi Oyeniran, Sarah Akokhia, Maria Crittell, Dylan Duffus, Jay Brown, Emily Swain, Krept, Waleed Akhtar",2018,TV-MA,"During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.",Prequel the the successful 2016 film 'The Intent',UK,English,2019-02-21,3.5,327
70251896,tt0443272,Lincoln,"Biography, Drama, History",150,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, John Hawkes, Jackie Earle Haley, Bruce McGill, Tim Blake Nelson, Joseph Cross, Jared Harris, Lee Pace, Peter McRobbie",2012,PG-13,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.","As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.","USA, India",English,2018-02-21,7.3,232589
80198735,tt5253282,The Bachelors,"Comedy, Drama",99,Kurt Voelker,"Odeya Rush, J.K. Simmons, Jean Louisa Kelly, Harold Perrineau, Keith L. Williams, Julie Delpy, Josh Wiggins, Jae Head, Kevin Dunn, Tom Amandes, Kitana Turnbull, Tyrel Jackson Williams, Michael McGlone, Spencer List, T.J. Ramini",2017,TV-14,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal.","After the early death of his wife, a mourning father moves with his teenage son across the country for a private school teaching job. Their lives begin to transform due to two unique women, who help them embrace life and love again.",USA,English,2018-02-21,6.8,3153
80217121,tt3901826,The Breadwinner,"Animation, Drama, Family",94,Nora Twomey,"Saara Chaudry, Soma Chhaya, Noorin Gulamgaus, Laara Sadiq, Ali Badshah, Shaista Latif, Kanza Feris, Kawa Ada, Kane Mahon, Ali Kazmi, Mran Volkhard, Reza Sholeh, Lily Erlinghauser, Wamiq Furoghudin, Millad Hamidkohzad",2017,PG-13,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","Ireland, Canada, Luxembourg, USA, UK, Philippines, India",English,2018-02-20,7.7,15521
80117596,tt4940456,Mirzya,"Action, Adventure, Drama",129,Rakeysh Omprakash Mehra,"Harshvardhan Kapoor, Saiyami Kher, Art Malik, Anuj Choudhry, Om Puri, K.K. Raina, Arvind Goswami, Anjali Patil",2016,TV-MA,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,"A horse groom reconnects with his childhood love, but she is engaged to marry the local prince.",India,Hindi,2017-02-20,4.6,1582
81060040,tt6023386,All Light Will End,"Horror, Thriller",84,Chris Blake,"Sarah Butler, Andy Buckley, John Schuck, Sam Jones III, Katie Garfield, Alexandra Harris, Ashley Pereira, James J. Fuertes, Ted Welch, Bill Billions, Aaron Munoz, Kate Kilcoyne, Briana Tedesco, Graham Outerbridge, Iain Tucker",2018,TV-MA,"A horror novelist with a traumatic past returns to her childhood hometown, where she revisits her night terrors and loses sight of reality.","When a capricious young author hiding a dark secret returns home for her brother's graduation, she finds herself haunted by the past and tormented by grim night terrors.",USA,English,2019-02-02,4.3,980
81005266,tt4971408,Await Further Instructions,"Horror, Mystery, Sci-Fi",91,Johnny Kevorkian,"Sam Gittins, Neerja Naik, Abigail Cruttenden, David Bradley, Grant Masters, Holly Weston, Kris Saddler",2018,TV-MA,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",A family's Christmas takes a strange turn when they awake to find themselves trapped inside and begin receiving mysterious instructions through the television.,UK,English,2019-02-02,4.7,5718
80219974,tt5657280,Viking Destiny,"Action, Adventure, Fantasy",91,David L.G. Hughes,"Terence Stamp, Martyn Ford, Paul Freeman, Will Mellor, Ian Beattie, Victoria Broom, Laurence O'Fuarain, Anna Demetriou, Timo Nieminen, Andrew Whipp, Kajsa Mohammar, Murray McArthur, Luke Hayden, Lockhart Ogilvie, Chris Finlayson",2018,R,"Framed for her father’s murder, an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne.","A Viking Princess is forced to flee her kingdom after being framed for the murder of her father, the King. Under the guidance of the God Odin, she travels the world gaining wisdom and building the army she needs to win back her throne.","UK, Belgium",English,2019-02-02,4.1,784
80098490,tt5076792,Trash Fire,"Comedy, Drama, Horror",91,Richard Bates Jr.,"Adrian Grenier, Angela Trimbur, Fionnula Flanagan, AnnaLynne McCord, Sally Kirkland, Matthew Gray Gubler, Ezra Buzzington, Molly McCook, Ray Santiago, Michael Laren, Clayton Jackson, Alexa Hamilton, Karl Schott, Brayden Austin, Ruby Lightfoot",2016,R,Surprise news that his girlfriend is pregnant sends loutish Owen on an ill-advised trip to reconnect with his twisted sister and sadistic grandmother.,"When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder.",USA,English,2017-02-02,5.8,2646
81024494,tt6280608,Postcards from London,Drama,90,Steve McLean,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Emma Curtis, Ben Cura, Lew Hogan, Archie Rush, Richard Durden",2018,TV-MA,"After being recruited to be a raconteur in London, a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art.","A stylish, sexy film about a young man's journey into an unusual form of escort work, set in an imaginary vision of London's Soho.",UK,English,2019-02-19,5.0,733
80214581,tt5039994,Dismissed,"Drama, Horror, Thriller",87,Benjamin Arfmann,"Kent Osborne, Dylan Sprouse, Rae Gray, Alycia Delmore, Mitchell Edwards, Victoria Zeutzius, Chris Bauer, Leslie Thurston, Matthew J. Evans, Randall Park, Mark Kelly, Helen Soraya, Robert Longstreet, Brooke Dillman, Jeanette Maus",2017,TV-14,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.,"An idealistic, straight-edge teacher is drawn down a horrid rabbit hole by an honors student when he gives him a B+ on a paper.",USA,English,2018-02-19,5.7,5730
80107808,tt5020372,Kill Ratio,Action,86,Paul Tanter,"Tom Hopper, Amy Huberman, Nick Dunning, Michelle Lehane, Lacy Moore, Brian McGuinness, Luke Hanlon, Conor Hegarty, Sarah Reddy, Bryan Harte, Luke Pierucci, Aideen Gohery, Norbert Selmaj, Shi Jiao Sun, Peter Stears",2016,TV-MA,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.",An attack on the new President of a fledgling Eastern European democracy pits an American covert operative against the country's ruthless military leader determined to seize control of the government.,USA,English,2017-02-17,4.1,840
80123910,tt5713232,Madaari,"Adventure, Drama, Thriller",133,Nishikant Kamat,"Irrfan Khan, Jimmy Sheirgill, Vishesh Bansal, Tushar Dalvi, Nitish Pandey, Kedar Bagaria, Manoj Bakshi, Sunil Bedi, Rajat Bhalla, Satyajit Bhattacharya, Akash Dabas, Rahul Dhir, Jitendra Gupta, Rajiv Gupta, Vikas Jain",2016,TV-14,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.","When Nirmal loses his family in a disaster caused by government corruption, he embarks on a journey seeking accountability and revenge.",India,Hindi,2017-02-17,7.5,11426
80103428,tt3410408,Rocky Handsome,"Action, Thriller",119,Nishikant Kamat,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya, Diya Chalwad, Kazu Patrick Tang, Shruti Haasan, Prashanti Talpankar, Nathalia Kaur, Paromita Chatterjee, Akanksha Awasthi, Viren Vajpayee, Vansh Sanghani, Jayant Sawarkar, Shiv Kumar Subramaniam",2016,NR,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,India,Hindi,2017-02-17,6.8,6590
80989337,tt5884784,The Super,"Horror, Mystery, Thriller",90,Stephan Rick,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Okieriete Onaodowan, Alex Essoe, Luke Edwards, Colby Minifie, Melissa Bolona, Subhash Mandal, Waltrudis Buck, Andrea Lynn Green",2017,R,"When an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants.",A man becomes the superintendent of a large New York City apartment building where people mysteriously go missing.,USA,English,2019-02-16,6.0,11616
80184625,tt6119856,Irreplaceable You,"Comedy, Drama, Romance",96,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Timothy Simons, Jacki Weaver, Kate McKinnon, Christopher Walken, Zach Cherry, Jessie Ennis, Glenn Fleshler, Zabryna Guevara, Brian Tyree Henry, Rick Holmes, Alanna Masterson, Gayle Rankin",2018,TV-MA,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.",A couple who have known each other since 8 are destined to be together until death do them apart.,USA,English,2018-02-16,6.4,6644
70100084,tt1013753,Milk,"Biography, Drama",128,Gus Van Sant,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Lucas Grabeel, Brandon Boyce, Howard Rosenman, Kelvin Yu, Jeff Koons",2008,R,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.",The story of,USA,English,2017-02-16,7.5,157937
80106438,tt5052524,Operator,"Comedy, Drama",87,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kris D. Lofton, Kate Cobb, Tim Hopper, Asif Ali, John Boesche, Abigail Boucher, Tony Boyl, Nancy Daly, Bilal Dardai",2016,TV-MA,"When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.","Joe, a programmer and obsessive self-quantifier, and Emily, a budding comedy performer, are happily married until they decide to use one another in their work.",USA,English,2017-02-16,6.0,1700
80159877,tt3026488,Alone in Berlin,"Drama, History, War",103,Vincent Perez,"Emma Thompson, Brendan Gleeson, Daniel Brühl, Louis Hofmann, Mikael Persbrandt, Katharina Schüttler, Rafael Gareisen, Lars Rudolph, Jacob Matschenz, Uwe Preuss, Godehard Giese, Ernst Stötzner, Monique Chaumette, Joshua Grothe, Katharina Abt",2016,R,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.","After a Nazi German working class couple loses their son in World War II, they decide to retaliate by secretly leafletting handwritten cards in Berlin denouncing their government.","UK, France, Germany",English,2019-02-15,6.5,6961
80208091,tt5981304,Anchor and Hope,"Comedy, Drama, Romance",113,Carlos Marques-Marcet,"Natalia Tena, Oona Chaplin, Geraldine Chaplin, Lara Rossi, Trevor White, Charlotte Atkinson, David Verdaguer, Philip Arditti, Meghan Treadway, Faith Edwards, Taya De La Cruz, Laraine Dix, Enrique Quintero, Becky Bullman, Peyton Jowers",2017,TV-MA,Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.,"Two women, Eva and Kat, and the best friend of one of them, Roger. A boat in the canals of London and a question: Is it possible to live love, family, and life in such different ways and yet remain united?",Spain,"English, Spanish",2019-02-15,6.5,670
81045069,tt8484586,Neevevaro,Romance,130,Hari Nath,"Taapsee Pannu, Ritika Singh, Aadhi, Vennela Kishore, Jogi Krishnam Raju",2018,TV-14,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.","As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",India,Telugu,2019-02-15,7.0,427
80216820,tt6529772,Never Heard,"Drama, Family",89,Josh Webber,"David Banner, Robin Givens, Romeo Miller, Karrueche Tran, Brian White, Dorien Wilson, Karen Abercrombie, Dijon Talton, Lexy Panterra, Kandi Burruss, Jackie Long, Master P, Diezel Braxton, James Moss, Paloma Ford",2018,TV-14,"As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.",Aaron Davis is accused of murder and incarcerated for a crime he swears that he did not commit. His son Jalen is forced to grow up on the streets of Los Angeles without the guidance of a father and primarily raised by his mother Shala and Grandmother Camilla. Jalen finds himself in hot water with his life at risk after his friend Diggy decides to partner with one of the biggest drug dealers in ...,USA,English,2019-02-15,5.2,315
81026667,tt2445568,Outlawed,Action,102,"Adam Collins, Luke Radford","Adam Collins, Emmeline Hartley, Andy Calderwood, Andre Squire, Ollie Christie, Jessica Norris, Anthony Burrows, Zara Phythian, Tina Harris, Brian Woodward, Rose Joeseph, Martin Gaisford, Tobias Fries, Celiowagner Coelho, Craig Canning",2018,TV-MA,"After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.","An action packed story of corruption and murder. Outnumbered, outgunned and against all odds, a Commando fights his way through a siege to save his girl.",UK,English,2019-02-15,6.0,1445
70056686,tt0480572,Pyaar Ke Side Effects,"Comedy, Drama, Romance",132,Saket Chaudhary,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Shabnam Kapoor, Jas Arora, Suchitra Pillai, Taraana Raja, Aamir Bashir, Sophiya Chaudhary, Sapna Bhavnani",2006,TV-14,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.","Bengal-speaking Siddharth Bose lives a middle-classed lifestyle in Delhi along with his mother, and sister, Shalini. Their dad had abandoned them years ago. Shalini gets married to Kapil ...",India,"Hindi, Bengali, English",2019-02-15,6.7,2849
81050194,tt5810368,The Detained,"Comedy, Horror, Mystery",90,Blair Hayes,"Alex Frnka, Sarah Davenport, Henry Zaga, Coy Stewart, Jennifer Robyn Jacobs, Gillian Vigman, Kevin Blake",2017,TV-MA,Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.,"Five high school students are having Saturday detention in a former Correctional Facility, and must find a way to outsmart an unseen menace out to kill them.",USA,English,2019-02-15,3.4,1062
70109378,tt1132606,Ugly Aur Pagli,"Comedy, Drama",117,Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Bharti Achrekar, Zeenat Aman, Tinnu Anand, Sapna Bhavnani, Bharat Ganeshpure, AJ Ghosh, Pramod Goswami, Gaurav Kapoor, Vishal Malhotra, Sushmita Mukherjee, Vihang Nayak, Payal Rohatgi, Sayaji Shinde",2008,TV-14,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.",An Engineering student's life changes drastically after the entry of an alcoholic and spunky woman.,India,Hindi,2019-02-15,3.7,673
80988834,tt6502956,Yucatán,Comedy,129,Daniel Monzón,"Luis Tosar, Rodrigo De la Serna, Joan Pera, Stephanie Cayo, Gloria Muñoz, Alicia Fernández, Txell Aixendri, Lupe Cartie, Agustín Jiménez, Jorge Asín, Adrián Núñez, Xavi Lite, Toni Acosta, Niko Verona, Alejandro Vera",2018,TV-MA,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.,"Two white collar thieves compete fiercely against the other trying to steal millions from an old baker, that he won in the lotto.",Spain,"Spanish, Polish",2019-02-15,5.4,1232
80201609,tt2878406,Premachi Goshta,Romance,126,Satish Rajwade,"Arun Bhadsavle, Nilima Bhurke, Bharat Chaturvedi, Ashkay Darekar, Sagarika Ghatge, Rohini Hattangadi, Atul Kulkarni, Naresh Nalawade, Ajay Purkar, Satish Rajwade, Milind Safai, Sulekha Talvalkar, Meera Welankar",2013,TV-14,"A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results.","A man and a woman, both in strained marriages, become acquainted during their visits to the Marriage Counselor. The man employs the woman later, and they both become emotionally involved. The story is about how they break from their past.",India,Marathi,2018-02-15,7.2,283
80201622,tt2302945,Tukaram,"Biography, Drama, History",156,Chandrakant Kulkarni,"Jitendra Joshi, Radhika Apte, Vrishasen Dabholkar, Vikram Gaikwad, Veena Jamkar, Yatin Karyekar, Ninad Limaye, Prateeksha Lonkar, Ravindra Mankani, Vikas Patil, Sharad Ponkshe, Smita Tambe",2012,TV-PG,A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.,This is the story of Tukaram's transformation into a extremely compassionate spiritual saint.,India,Marathi,2018-02-15,7.1,202
80201817,tt2343847,Zenda,Drama,118,Avadhoot Gupte,"Siddharth Chandekar, Shubhangi Gokhale, Ujwala Jog, Neha Joshi, Santosh Juvekar, Chinmay Mandlekar, Sachit Patil, Tejashree Pradhan, Rajesh Shringarpure, Pushkar Shrotri, Sunil Tawde",2009,TV-14,A change in the leadership of a political party sparks bitter conflict and the party's division into two rival factions.,"Two young politicians cannot see eye to eye, resulting in the split of a political party into two factions.",India,Marathi,2018-02-15,7.0,379
80065214,tt3245848,"Aram, Aram",Drama,79,Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian, Ryan Karloff, Tigran Kirakosyan, Naria Alyssa, Asmik Arakelyan, Mac Arellano, David Baptiste",2015,TV-14,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.","An emotionally powerful coming-of-age drama set in Little Armenia. When 12 year-old Armenian boy, Aram, is suddenly uprooted from his home and sent to live with his Grandfather in America, ...",USA,"English, Armenian",2017-02-15,6.7,161
80227304,tt7853242,Love Per Square Foot,"Comedy, Romance",133,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak, Brijendra Kala, Rekha Bhardwaj, Kunaal Roy Kapur, Arunoday Singh, Deepal Doshi, Raviza Chauhan, Ranbir Kapoor, Asif Ali Beg, Kamal Mishra",2018,TV-14,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.","Individually, Sanjay and Karina don't earn enough to be able to buy a home, so they enter into a marriage of convenience.",India,Hindi,2018-02-14,7.2,6256
80081987,tt2962984,Girlfriend's Day,"Comedy, Drama",65,Michael Paul Stephenson,"Bob Odenkirk, Amber Tamblyn, Stacy Keach, Alex Karpovsky, Kevin O'Grady, Rich Sommer, Larry Fessenden, Natasha Lyonne, Andy Richter, June Diane Raphael, Stephanie Courtney, Echo Kellum, Nate Mooney, Radek Lord, Tucker Smallwood",2017,TV-MA,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.","In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets ...",USA,English,2017-02-14,5.2,3045
80046696,tt3912040,Sister Code,"Comedy, Drama, Romance",84,Corey Grant,"Amber Rose, Eva Marcille, Drew Sidora, Marcus T. Paulk, Don Hale Jr., Anne-Marie Johnson, Amin Joseph, Sade Kimora Young, Asia Monet Ray, Laya DeLeon Hayes, Essence Atkins, Erica Ash, Michele Weaver, Jason Looney, Rolonda Watts",2015,R,"After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation.","After the death of their mother, three foster sisters - the shrewd business woman, the free spirit, and the caregiver - find themselves fighting for their individual dreams and fighting each other in this tale of love, lust, and tragedy.",USA,English,2016-02-14,4.5,318
70118368,tt1368116,Merantau,"Action, Drama",134,Gareth Evans,"Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih, Libby Brien, Raiya Galih, Rahyma Yanii",2009,R,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.",A young man from the countryside uses his skills in silat martial arts to survive the slave trade.,Indonesia,"Indonesian, English",2019-02-13,6.7,9566
80013293,tt2452254,Clouds of Sils Maria,Drama,124,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Nora von Waldstätten, Brady Corbet, Aljoscha Stadelmann, Claire Tran, Stuart Manashil, Peter Farkas, Ben Posener, Ricardia Bramley",2014,R,"A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.,"France, Germany, Switzerland","English, French, German, Swiss German",2017-02-12,6.7,25380
80241304,tt7681824,We the Animals,Drama,94,Jeremiah Zagar,"Evan Rosado, Raúl Castillo, Sheila Vand, Isaiah Kristian, Josiah Gabriel, Mickey Anthony, Terry Holland",2018,R,"A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.","Manny, Joel, and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah embraces an imagined world all on his own.",USA,English,2019-02-11,6.9,3021
80103818,tt3137630,David Brent: Life on the Road,"Comedy, Music",96,Ricky Gervais,"Ricky Gervais, Rob Jarvis, Abbie Murphy, Mandeep Dhillon, Jo Hartley, Andrew Brooke, Miles Chapman, Tom Bennett, Rebecca Gethings, Kim Benson, Alfie Stewart, Doc Brown, Tom Basden, Andy Burrows, Stuart Wilkinson",2016,TV-MA,"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom.","A camera crew catches up with David Brent, the former star of the fictional British TV series","UK, USA",English,2017-02-10,6.3,16449
60022998,tt0276751,About a Boy,"Comedy, Drama, Romance",101,"Chris Weitz, Paul Weitz","Hugh Grant, Nicholas Hoult, Sharon Small, Madison Cook, Jordan Cook, Nicholas Hutchison, Ryan Speechley, Joseph Speechley, Toni Collette, Natalia Tena, Laura Kennington, Tanika Swaby, Peter McNicholl, Chris Webster, Ben Ridgeway",2002,PG-13,"Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.","A cynical, immature young man is taught how to act like a grown-up by a little boy.","UK, USA, France, Germany",English,2019-02-01,7.0,164397
60003378,tt0249462,Billy Elliot,"Drama, Music",110,Stephen Daldry,"Jamie Bell, Jean Heywood, Jamie Draven, Gary Lewis, Stuart Wells, Mike Elliot, Billy Fane, Nicola Blackwell, Julie Walters, Carol McGuigan, Joe Renton, Colin MacLachlan, Janine Birkett, Trevor Fox, Charlie Hardwick",2000,R,"When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"UK, France",English,2019-02-01,7.7,118125
70132722,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,"Action, Comedy, Family",82,Brad Peyton,"James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Fred Armisen, Kiernan Shipka",2010,PG,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,The on-going war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,"USA, Australia",English,2019-02-01,4.3,12945
80220228,tt6197494,Malicious,"Horror, Thriller",90,Michael Winnick,"Josh Stewart, Bojana Novakovic, Delroy Lindo, Melissa Bolona, Yvette Yates Redick, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson, Bailee MyKell Cowperthwaite, Jo-Ann Robinson",2018,TV-MA,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",A young college professor and his pregnant wife unwittingly release a malevolent entity with murderous intentions.,USA,English,2019-02-01,5.0,2704
70101697,tt1186367,Ninja Assassin,"Action, Thriller",99,James McTeigue,"Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim, Yuki Iwamoto, Ben Miles, Naomie Harris, Sung Kang, Linh Dan Pham, Fang Yu, Adriana Altaras, Shô Kosugi, Kylie Goldstein, Sungwoong Yoon, Eleonore Weisgerber",2009,R,"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge.","A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.","Germany, USA",English,2019-02-01,6.3,65589
